line_idx,tts,k_theirs,k_opt,verdict,t_sec
1939,"[24, 45]",8,8,OPTIMAL,298.48
1943,"[24, 49]",6,6,OPTIMAL,0.13
1947,"[24, 53]",7,7,OPTIMAL,0.49
1951,"[24, 57]",7,7,OPTIMAL,0.38
1955,"[24, 61]",7,7,OPTIMAL,0.48
1959,"[24, 97]",8,8,OPTIMAL,2.72
1963,"[24, 103]",6,6,OPTIMAL,0.10
1967,"[24, 111]",7,7,OPTIMAL,0.63
1971,"[24, 115]",6,6,OPTIMAL,0.19
1975,"[24, 121]",8,8,OPTIMAL,3.18
1979,"[24, 127]",6,6,OPTIMAL,0.18
1983,"[24, 131]",7,7,OPTIMAL,0.36
1987,"[24, 137]",7,7,OPTIMAL,0.40
1991,"[24, 143]",6,6,OPTIMAL,0.12
1995,"[24, 150]",9,9,OPTIMAL,21.44
1999,"[24, 155]",7,7,OPTIMAL,0.34
2003,"[24, 161]",7,7,OPTIMAL,0.42
2007,"[24, 165]",6,6,OPTIMAL,0.12
2011,"[24, 169]",8,8,OPTIMAL,3.96
2015,"[24, 174]",6,6,OPTIMAL,0.11
2019,"[24, 178]",6,6,OPTIMAL,0.11
2023,"[24, 183]",7,7,OPTIMAL,0.45
2027,"[24, 187]",5,5,OPTIMAL,0.07
2031,"[24, 191]",6,6,OPTIMAL,0.13
2035,"[24, 227]",6,6,OPTIMAL,0.12
2039,"[24, 234]",6,6,OPTIMAL,0.10
2043,"[24, 241]",6,6,OPTIMAL,0.10
2047,"[24, 247]",5,5,OPTIMAL,0.07
2051,"[24, 251]",6,6,OPTIMAL,0.16
2055,"[25, 30]",7,7,OPTIMAL,0.56
2059,"[25, 34]",4,4,OPTIMAL,0.07
2063,"[25, 38]",6,6,OPTIMAL,0.15
2067,"[25, 43]",6,6,OPTIMAL,0.14
2071,"[25, 47]",5,5,OPTIMAL,0.08
2075,"[25, 51]",5,4,SUBOPTIMAL,0.16
2079,"[25, 55]",5,5,OPTIMAL,0.12
2083,"[25, 60]",6,6,OPTIMAL,0.15
2087,"[25, 96]",6,6,OPTIMAL,0.14
2091,"[25, 103]",6,6,OPTIMAL,0.13
2095,"[25, 111]",6,6,OPTIMAL,0.11
2099,"[25, 118]",6,6,OPTIMAL,0.12
2103,"[25, 122]",7,7,OPTIMAL,0.45
2107,"[25, 128]",5,5,OPTIMAL,0.10
2111,"[25, 134]",6,6,OPTIMAL,0.11
2115,"[25, 138]",6,6,OPTIMAL,0.10
2119,"[25, 145]",6,6,OPTIMAL,0.12
2123,"[25, 153]",5,5,OPTIMAL,0.05
2127,"[25, 160]",5,5,OPTIMAL,0.08
2131,"[25, 164]",7,7,OPTIMAL,0.37
2135,"[25, 169]",7,7,OPTIMAL,0.37
2139,"[25, 174]",5,5,OPTIMAL,0.06
2143,"[25, 178]",6,6,OPTIMAL,0.10
2147,"[25, 182]",7,7,OPTIMAL,0.36
2151,"[25, 187]",4,4,OPTIMAL,0.02
2155,"[25, 191]",5,5,OPTIMAL,0.06
2159,"[25, 227]",6,6,OPTIMAL,0.09
2163,"[25, 234]",6,6,OPTIMAL,0.11
2167,"[25, 241]",5,5,OPTIMAL,241.45
2171,"[25, 247]",4,4,OPTIMAL,0.03
2175,"[25, 251]",5,5,OPTIMAL,0.06
2179,"[26, 30]",6,6,OPTIMAL,0.10
2183,"[26, 34]",5,5,OPTIMAL,0.06
2187,"[26, 38]",6,6,OPTIMAL,0.11
2191,"[26, 44]",7,7,OPTIMAL,0.23
2195,"[26, 48]",4,4,OPTIMAL,0.03
2199,"[26, 52]",7,7,OPTIMAL,0.42
2203,"[26, 56]",6,6,OPTIMAL,0.08
2207,"[26, 60]",6,6,OPTIMAL,0.08
2211,"[26, 64]",5,5,OPTIMAL,0.06
2215,"[26, 68]",5,5,OPTIMAL,0.06
2219,"[26, 72]",6,6,OPTIMAL,0.09
2223,"[26, 78]",6,6,OPTIMAL,0.08
2227,"[26, 82]",6,6,OPTIMAL,0.08
2231,"[26, 86]",7,7,OPTIMAL,0.42
2235,"[26, 90]",5,5,OPTIMAL,0.04
2239,"[26, 95]",4,4,OPTIMAL,0.01
2243,"[26, 99]",6,6,OPTIMAL,0.09
2247,"[26, 105]",7,7,OPTIMAL,0.34
2251,"[26, 110]",7,7,OPTIMAL,0.33
2255,"[26, 115]",5,5,OPTIMAL,0.06
2259,"[26, 119]",5,5,OPTIMAL,0.06
2263,"[26, 124]",6,6,OPTIMAL,0.08
2267,"[26, 128]",5,5,OPTIMAL,0.06
2271,"[26, 132]",6,6,OPTIMAL,0.09
2275,"[26, 137]",7,7,OPTIMAL,0.38
2279,"[26, 141]",6,6,OPTIMAL,0.09
2283,"[26, 146]",7,7,OPTIMAL,0.37
2287,"[26, 153]",6,6,OPTIMAL,0.09
2291,"[26, 157]",7,7,OPTIMAL,0.32
2295,"[26, 161]",6,6,OPTIMAL,0.10
2299,"[26, 166]",8,8,OPTIMAL,3.24
2303,"[26, 171]",5,5,OPTIMAL,0.06
2307,"[26, 175]",4,4,OPTIMAL,0.02
2311,"[26, 180]",7,7,OPTIMAL,0.37
2315,"[26, 185]",7,7,OPTIMAL,0.44
2319,"[26, 189]",7,7,OPTIMAL,0.34
2323,"[26, 193]",7,7,OPTIMAL,0.40
2327,"[26, 197]",5,5,OPTIMAL,0.07
2331,"[26, 201]",7,7,OPTIMAL,0.41
2335,"[26, 206]",5,5,OPTIMAL,0.06
2339,"[26, 210]",7,7,OPTIMAL,0.35
2343,"[26, 215]",7,7,OPTIMAL,0.42
2347,"[26, 220]",5,5,OPTIMAL,0.06
2351,"[26, 224]",4,4,OPTIMAL,0.02
2355,"[26, 229]",4,4,OPTIMAL,0.05
2359,"[26, 233]",7,7,OPTIMAL,0.35
2363,"[26, 237]",5,5,OPTIMAL,0.06
2367,"[26, 242]",6,6,OPTIMAL,0.11
2371,"[26, 246]",7,7,OPTIMAL,0.62
2375,"[26, 250]",4,4,OPTIMAL,0.03
2379,"[26, 254]",5,5,OPTIMAL,0.06
2383,"[27, 32]",4,4,OPTIMAL,0.02
2387,"[27, 36]",5,5,OPTIMAL,0.06
2391,"[27, 43]",6,6,OPTIMAL,0.09
2395,"[27, 48]",4,4,OPTIMAL,0.02
2399,"[27, 52]",6,6,OPTIMAL,0.10
2403,"[27, 57]",6,6,OPTIMAL,0.09
2407,"[27, 62]",6,6,OPTIMAL,0.09
2411,"[27, 66]",7,7,OPTIMAL,0.36
2415,"[27, 70]",6,6,OPTIMAL,0.08
2419,"[27, 76]",4,4,OPTIMAL,0.02
2423,"[27, 80]",4,4,OPTIMAL,0.02
2427,"[27, 85]",3,3,OPTIMAL,0.01
2431,"[27, 90]",5,5,OPTIMAL,0.04
2435,"[27, 95]",3,3,OPTIMAL,0.02
2439,"[27, 100]",5,5,OPTIMAL,0.25
2443,"[27, 106]",7,7,OPTIMAL,0.85
2447,"[27, 112]",5,5,OPTIMAL,0.06
2451,"[27, 117]",5,5,OPTIMAL,0.07
2455,"[27, 122]",6,6,OPTIMAL,0.12
2459,"[27, 126]",7,7,OPTIMAL,0.67
2463,"[27, 130]",7,7,OPTIMAL,0.55
2467,"[27, 135]",7,7,OPTIMAL,0.35
2471,"[27, 140]",5,5,OPTIMAL,0.07
2475,"[27, 144]",6,6,OPTIMAL,0.11
2479,"[27, 150]",8,8,OPTIMAL,4.08
2483,"[27, 156]",7,7,OPTIMAL,1.26
2487,"[27, 161]",6,6,OPTIMAL,0.10
2491,"[27, 166]",7,7,OPTIMAL,0.50
2495,"[27, 173]",6,6,OPTIMAL,0.10
2499,"[27, 177]",5,5,OPTIMAL,0.05
2503,"[27, 181]",6,6,OPTIMAL,0.09
2507,"[27, 187]",3,3,OPTIMAL,0.02
2511,"[27, 191]",4,4,OPTIMAL,0.03
2515,"[27, 195]",6,6,OPTIMAL,0.10
2519,"[27, 200]",5,5,OPTIMAL,0.06
2523,"[27, 206]",4,4,OPTIMAL,0.03
2527,"[27, 211]",6,6,OPTIMAL,0.09
2531,"[27, 216]",6,6,OPTIMAL,0.15
2535,"[27, 222]",6,6,OPTIMAL,0.17
2539,"[27, 227]",6,6,OPTIMAL,0.20
2543,"[27, 231]",5,5,OPTIMAL,0.07
2547,"[27, 236]",4,4,OPTIMAL,0.04
2551,"[27, 241]",4,4,OPTIMAL,0.45
2555,"[27, 245]",3,3,OPTIMAL,0.29
2559,"[27, 249]",6,6,OPTIMAL,0.50
2563,"[27, 253]",4,4,OPTIMAL,0.03
2567,"[30, 33]",5,5,OPTIMAL,0.07
2571,"[30, 37]",7,7,OPTIMAL,0.41
2575,"[30, 41]",8,8,OPTIMAL,2.96
2579,"[30, 45]",7,7,OPTIMAL,0.42
2583,"[30, 49]",5,5,OPTIMAL,0.06
2587,"[30, 53]",7,7,OPTIMAL,0.39
2591,"[30, 57]",8,8,OPTIMAL,5.49
2595,"[30, 61]",7,7,OPTIMAL,0.47
2599,"[30, 97]",6,6,OPTIMAL,0.77
2603,"[30, 103]",6,6,OPTIMAL,0.13
2607,"[30, 107]",8,8,OPTIMAL,2.94
2611,"[30, 113]",6,6,OPTIMAL,0.09
2615,"[30, 119]",5,5,OPTIMAL,0.06
2619,"[30, 123]",7,7,OPTIMAL,0.41
2623,"[30, 129]",7,7,OPTIMAL,0.42
2627,"[30, 135]",8,8,OPTIMAL,2.74
2631,"[30, 139]",7,7,OPTIMAL,0.33
2635,"[30, 145]",7,7,OPTIMAL,0.34
2639,"[30, 151]",8,8,OPTIMAL,2.00
2643,"[30, 155]",7,7,OPTIMAL,0.29
2647,"[30, 161]",6,6,OPTIMAL,0.08
2651,"[30, 165]",6,6,OPTIMAL,0.13
2655,"[30, 169]",7,7,OPTIMAL,0.38
2659,"[30, 174]",5,5,OPTIMAL,0.06
2663,"[30, 178]",7,7,OPTIMAL,0.38
2667,"[30, 182]",8,8,OPTIMAL,600.32
2671,"[30, 186]",5,5,OPTIMAL,0.03
2675,"[30, 190]",5,5,OPTIMAL,0.04
2679,"[30, 226]",6,6,OPTIMAL,0.05
2683,"[30, 232]",6,6,OPTIMAL,0.04
2687,"[30, 238]",4,4,OPTIMAL,0.01
2691,"[30, 243]",5,5,OPTIMAL,0.03
2695,"[30, 249]",6,6,OPTIMAL,0.04
2699,"[31, 32]",3,3,OPTIMAL,0.00
2703,"[31, 36]",6,6,OPTIMAL,0.04
2707,"[31, 40]",6,6,OPTIMAL,0.04
2711,"[31, 44]",5,5,OPTIMAL,0.02
2715,"[31, 48]",3,3,OPTIMAL,0.00
2719,"[31, 52]",6,6,OPTIMAL,0.04
2723,"[31, 56]",6,6,OPTIMAL,0.04
2727,"[31, 60]",5,5,OPTIMAL,0.02
2731,"[31, 96]",4,4,OPTIMAL,0.01
2735,"[31, 102]",4,4,OPTIMAL,0.01
2739,"[31, 106]",5,5,OPTIMAL,0.02
2743,"[31, 113]",5,5,OPTIMAL,0.02
2747,"[31, 119]",3,3,OPTIMAL,0.00
2751,"[31, 123]",6,6,OPTIMAL,0.04
2755,"[31, 129]",6,6,OPTIMAL,0.04
2759,"[31, 135]",6,6,OPTIMAL,0.04
2763,"[31, 139]",5,5,OPTIMAL,0.02
2767,"[31, 145]",5,5,OPTIMAL,0.02
2771,"[31, 152]",5,5,OPTIMAL,0.02
2775,"[31, 158]",6,6,OPTIMAL,0.04
2779,"[31, 162]",4,4,OPTIMAL,0.01
2783,"[31, 166]",6,6,OPTIMAL,0.04
2787,"[31, 171]",4,4,OPTIMAL,0.01
2791,"[31, 175]",3,3,OPTIMAL,0.01
2795,"[31, 179]",4,4,OPTIMAL,0.01
2799,"[31, 183]",6,6,OPTIMAL,0.04
2803,"[31, 187]",3,3,OPTIMAL,0.00
2807,"[31, 191]",3,3,OPTIMAL,0.00
2811,"[31, 227]",4,4,OPTIMAL,0.01
2815,"[31, 233]",6,6,OPTIMAL,0.04
2819,"[31, 239]",3,3,OPTIMAL,0.00
2823,"[31, 246]",5,5,OPTIMAL,0.02
2827,"[31, 250]",3,3,OPTIMAL,0.00
2831,"[40, 42]",4,4,OPTIMAL,0.01
2835,"[40, 46]",6,6,OPTIMAL,0.03
2839,"[40, 62]",6,6,OPTIMAL,0.03
2843,"[40, 66]",6,6,OPTIMAL,0.03
2847,"[40, 70]",6,6,OPTIMAL,0.04
2851,"[40, 74]",7,7,OPTIMAL,0.14
2855,"[40, 78]",7,7,OPTIMAL,0.23
2859,"[40, 86]",6,6,OPTIMAL,0.05
2863,"[40, 90]",7,7,OPTIMAL,0.17
2867,"[40, 94]",7,7,OPTIMAL,0.16
2871,"[40, 106]",6,6,OPTIMAL,0.03
2875,"[40, 110]",6,6,OPTIMAL,0.03
2879,"[40, 126]",6,6,OPTIMAL,0.04
2883,"[40, 130]",5,5,OPTIMAL,0.02
2887,"[40, 134]",6,6,OPTIMAL,0.04
2891,"[40, 138]",5,5,OPTIMAL,0.02
2895,"[40, 142]",6,6,OPTIMAL,0.04
2899,"[40, 150]",6,6,OPTIMAL,0.03
2903,"[40, 154]",7,7,OPTIMAL,0.17
2907,"[40, 158]",7,7,OPTIMAL,0.14
2911,"[40, 171]",5,5,OPTIMAL,0.02
2915,"[40, 175]",5,5,OPTIMAL,0.02
2919,"[40, 191]",5,5,OPTIMAL,0.03
2923,"[40, 195]",4,4,OPTIMAL,0.01
2927,"[40, 199]",5,5,OPTIMAL,0.02
2931,"[40, 203]",6,6,OPTIMAL,0.03
2935,"[40, 212]",5,5,OPTIMAL,0.02
2939,"[40, 216]",6,6,OPTIMAL,0.04
2943,"[40, 220]",6,6,OPTIMAL,0.04
2947,"[40, 232]",5,5,OPTIMAL,0.02
2951,"[40, 236]",5,5,OPTIMAL,0.02
2955,"[40, 252]",4,4,OPTIMAL,0.01
2959,"[41, 43]",6,6,OPTIMAL,0.03
2963,"[41, 60]",6,6,OPTIMAL,0.03
2967,"[41, 65]",7,7,OPTIMAL,0.18
2971,"[41, 70]",6,6,OPTIMAL,0.03
2975,"[41, 79]",7,7,OPTIMAL,0.21
2979,"[41, 87]",6,6,OPTIMAL,0.04
2983,"[41, 95]",7,7,OPTIMAL,0.33
2987,"[41, 109]",7,7,OPTIMAL,0.20
2991,"[41, 127]",7,7,OPTIMAL,0.19
2995,"[41, 132]",7,7,OPTIMAL,0.16
2999,"[41, 137]",7,7,OPTIMAL,0.13
3003,"[41, 150]",7,7,OPTIMAL,0.13
3007,"[41, 159]",7,7,OPTIMAL,0.17
3011,"[41, 173]",6,6,OPTIMAL,0.03
3015,"[41, 190]",7,7,OPTIMAL,0.16
3019,"[41, 195]",6,6,OPTIMAL,0.03
3023,"[41, 200]",7,7,OPTIMAL,0.20
3027,"[41, 213]",6,6,OPTIMAL,0.04
3031,"[41, 218]",7,7,OPTIMAL,0.14
3035,"[41, 223]",6,6,OPTIMAL,0.05
3039,"[41, 237]",6,6,OPTIMAL,0.04
3043,"[41, 253]",6,6,OPTIMAL,0.04
3047,"[42, 45]",5,5,OPTIMAL,0.02
3051,"[42, 61]",5,5,OPTIMAL,0.02
3055,"[42, 65]",5,5,OPTIMAL,0.02
3059,"[42, 69]",4,4,OPTIMAL,0.01
3063,"[42, 73]",7,7,OPTIMAL,0.19
3067,"[42, 77]",6,6,OPTIMAL,0.04
3071,"[42, 85]",2,2,OPTIMAL,0.00
3075,"[42, 89]",6,6,OPTIMAL,0.04
3079,"[42, 93]",4,4,OPTIMAL,0.01
3083,"[42, 105]",7,7,OPTIMAL,0.16
3087,"[42, 110]",4,4,OPTIMAL,0.01
3091,"[42, 126]",5,5,OPTIMAL,0.02
3095,"[42, 130]",5,5,OPTIMAL,0.02
3099,"[42, 135]",5,5,OPTIMAL,0.02
3103,"[42, 139]",5,5,OPTIMAL,0.02
3107,"[42, 143]",4,4,OPTIMAL,0.01
3111,"[42, 151]",6,6,OPTIMAL,0.04
3115,"[42, 155]",5,5,OPTIMAL,0.02
3119,"[42, 159]",5,5,OPTIMAL,0.02
3123,"[42, 172]",5,5,OPTIMAL,0.02
3127,"[42, 188]",5,5,OPTIMAL,0.02
3131,"[42, 192]",2,2,OPTIMAL,0.00
3135,"[42, 196]",3,3,OPTIMAL,0.00
3139,"[42, 200]",4,4,OPTIMAL,0.01
3143,"[42, 205]",4,4,OPTIMAL,0.01
3147,"[42, 213]",2,2,OPTIMAL,0.00
3151,"[42, 217]",6,6,OPTIMAL,0.04
3155,"[42, 221]",3,3,OPTIMAL,0.00
3159,"[42, 233]",7,7,OPTIMAL,0.16
3163,"[42, 237]",6,6,OPTIMAL,0.04
3167,"[42, 253]",4,4,OPTIMAL,0.01
3171,"[43, 47]",4,4,OPTIMAL,0.01
3175,"[43, 65]",6,6,OPTIMAL,0.04
3179,"[43, 71]",6,6,OPTIMAL,0.03
3183,"[43, 77]",6,6,OPTIMAL,0.03
3187,"[43, 85]",5,4,SUBOPTIMAL,0.03
3191,"[43, 90]",5,5,OPTIMAL,0.01
3195,"[43, 95]",5,5,OPTIMAL,0.02
3199,"[43, 108]",7,7,OPTIMAL,0.13
3203,"[43, 127]",5,5,OPTIMAL,0.02
3207,"[43, 132]",5,5,OPTIMAL,0.02
3211,"[43, 139]",6,6,OPTIMAL,0.04
3215,"[43, 143]",6,6,OPTIMAL,0.04
3219,"[43, 152]",6,6,OPTIMAL,0.03
3223,"[43, 159]",6,6,OPTIMAL,0.04
3227,"[43, 172]",6,6,OPTIMAL,0.04
3231,"[43, 190]",6,6,OPTIMAL,0.08
3235,"[43, 196]",4,4,OPTIMAL,0.09
3239,"[43, 201]",7,7,OPTIMAL,0.24
3243,"[43, 207]",5,5,OPTIMAL,0.03
3247,"[43, 215]",5,5,OPTIMAL,0.02
3251,"[43, 220]",4,4,OPTIMAL,0.01
3255,"[43, 232]",6,6,OPTIMAL,0.03
3259,"[43, 237]",6,6,OPTIMAL,0.04
3263,"[43, 253]",5,5,OPTIMAL,0.02
3267,"[44, 47]",4,4,OPTIMAL,0.01
3271,"[44, 51]",5,4,SUBOPTIMAL,0.03
3275,"[44, 56]",6,6,OPTIMAL,0.03
3279,"[44, 60]",5,5,OPTIMAL,0.02
3283,"[44, 64]",5,5,OPTIMAL,0.02
3287,"[44, 68]",5,5,OPTIMAL,0.02
3291,"[44, 72]",7,7,OPTIMAL,0.20
3295,"[44, 78]",6,6,OPTIMAL,0.03
3299,"[44, 82]",7,7,OPTIMAL,0.15
3303,"[44, 86]",7,7,OPTIMAL,0.15
3307,"[44, 90]",6,6,OPTIMAL,0.03
3311,"[44, 94]",7,7,OPTIMAL,0.14
3315,"[44, 99]",7,7,OPTIMAL,0.15
3319,"[44, 104]",7,7,OPTIMAL,0.18
3323,"[44, 109]",6,6,OPTIMAL,0.04
3327,"[44, 114]",6,6,OPTIMAL,0.03
3331,"[44, 119]",5,5,OPTIMAL,0.02
3335,"[44, 123]",7,7,OPTIMAL,0.16
3339,"[44, 127]",5,5,OPTIMAL,0.02
3343,"[44, 131]",6,6,OPTIMAL,0.03
3347,"[44, 135]",7,7,OPTIMAL,0.14
3351,"[44, 140]",6,6,OPTIMAL,0.04
3355,"[44, 145]",7,7,OPTIMAL,0.16
3359,"[44, 150]",7,7,OPTIMAL,0.12
3363,"[44, 154]",6,6,OPTIMAL,0.03
3367,"[44, 160]",4,4,OPTIMAL,0.01
3371,"[44, 164]",6,6,OPTIMAL,0.03
3375,"[44, 168]",5,5,OPTIMAL,0.02
3379,"[44, 173]",7,7,OPTIMAL,0.16
3383,"[44, 177]",6,6,OPTIMAL,0.03
3387,"[44, 183]",7,7,OPTIMAL,0.16
3391,"[44, 187]",5,5,OPTIMAL,0.02
3395,"[44, 191]",5,5,OPTIMAL,0.02
3399,"[44, 195]",5,5,OPTIMAL,0.02
3403,"[44, 199]",6,6,OPTIMAL,0.03
3407,"[44, 205]",6,6,OPTIMAL,0.04
3411,"[44, 209]",5,5,OPTIMAL,0.02
3415,"[44, 214]",7,7,OPTIMAL,0.14
3419,"[44, 219]",6,6,OPTIMAL,0.03
3423,"[44, 223]",4,4,OPTIMAL,0.01
3427,"[44, 227]",6,6,OPTIMAL,0.03
3431,"[44, 231]",7,7,OPTIMAL,0.16
3435,"[44, 236]",4,4,OPTIMAL,0.01
3439,"[44, 241]",6,6,OPTIMAL,0.04
3443,"[44, 245]",5,5,OPTIMAL,0.02
3447,"[44, 249]",7,7,OPTIMAL,0.20
3451,"[44, 253]",5,5,OPTIMAL,0.02
3455,"[45, 48]",5,5,OPTIMAL,0.02
3459,"[45, 52]",8,8,OPTIMAL,1.32
3463,"[45, 56]",7,7,OPTIMAL,0.18
3467,"[45, 60]",6,6,OPTIMAL,0.03
3471,"[45, 64]",6,6,OPTIMAL,0.04
3475,"[45, 68]",5,5,OPTIMAL,0.02
3479,"[45, 72]",7,7,OPTIMAL,0.15
3483,"[45, 76]",6,6,OPTIMAL,0.04
3487,"[45, 80]",5,5,OPTIMAL,0.02
3491,"[45, 84]",6,6,OPTIMAL,0.04
3495,"[45, 88]",7,7,OPTIMAL,0.14
3499,"[45, 92]",7,7,OPTIMAL,0.17
3503,"[45, 96]",7,7,OPTIMAL,0.18
3507,"[45, 100]",6,6,OPTIMAL,0.03
3511,"[45, 104]",8,8,OPTIMAL,1.03
3515,"[45, 108]",7,7,OPTIMAL,0.14
3519,"[45, 112]",6,6,OPTIMAL,0.04
3523,"[45, 116]",7,7,OPTIMAL,0.20
3527,"[45, 120]",7,7,OPTIMAL,0.17
3531,"[45, 124]",7,7,OPTIMAL,0.17
3535,"[45, 128]",5,5,OPTIMAL,0.03
3539,"[45, 132]",7,7,OPTIMAL,0.14
3543,"[45, 136]",5,5,OPTIMAL,0.02
3547,"[45, 140]",6,6,OPTIMAL,0.04
3551,"[45, 144]",6,6,OPTIMAL,0.04
3555,"[45, 148]",8,8,OPTIMAL,1.39
3559,"[45, 152]",7,7,OPTIMAL,0.16
3563,"[45, 156]",8,8,OPTIMAL,1.31
3567,"[45, 160]",5,5,OPTIMAL,0.02
3571,"[45, 164]",8,8,OPTIMAL,1.42
3575,"[45, 168]",5,5,OPTIMAL,0.02
3579,"[45, 173]",6,6,OPTIMAL,0.03
3583,"[45, 177]",7,7,OPTIMAL,0.17
3587,"[45, 181]",8,8,OPTIMAL,1.08
3591,"[45, 185]",6,6,OPTIMAL,0.04
3595,"[45, 189]",7,7,OPTIMAL,0.17
3599,"[45, 193]",7,7,OPTIMAL,0.18
3603,"[45, 197]",7,7,OPTIMAL,0.23
3607,"[45, 201]",8,8,OPTIMAL,2.00
3611,"[45, 206]",5,5,OPTIMAL,0.02
3615,"[45, 210]",4,4,OPTIMAL,0.01
3619,"[45, 214]",6,6,OPTIMAL,0.04
3623,"[45, 218]",6,6,OPTIMAL,0.03
3627,"[45, 222]",5,5,OPTIMAL,0.03
3631,"[45, 226]",6,6,OPTIMAL,0.04
3635,"[45, 230]",7,7,OPTIMAL,0.20
3639,"[45, 234]",6,6,OPTIMAL,0.06
3643,"[45, 238]",5,5,OPTIMAL,0.03
3647,"[45, 243]",5,5,OPTIMAL,0.03
3651,"[45, 247]",5,5,OPTIMAL,0.03
3655,"[45, 251]",6,6,OPTIMAL,0.05
3659,"[46, 47]",4,4,OPTIMAL,0.01
3663,"[46, 51]",3,3,OPTIMAL,0.01
3667,"[46, 57]",7,7,OPTIMAL,0.22
3671,"[46, 61]",6,6,OPTIMAL,0.03
3675,"[46, 65]",6,6,OPTIMAL,0.04
3679,"[46, 69]",5,5,OPTIMAL,0.02
3683,"[46, 74]",6,6,OPTIMAL,0.03
3687,"[46, 78]",5,5,OPTIMAL,0.01
3691,"[46, 82]",6,6,OPTIMAL,0.03
3695,"[46, 87]",5,5,OPTIMAL,0.02
3699,"[46, 91]",6,6,OPTIMAL,0.03
3703,"[46, 96]",6,6,OPTIMAL,0.04
3707,"[46, 102]",5,5,OPTIMAL,0.01
3711,"[46, 108]",7,7,OPTIMAL,0.13
3715,"[46, 113]",6,6,OPTIMAL,0.04
3719,"[46, 119]",4,4,OPTIMAL,0.01
3723,"[46, 125]",6,6,OPTIMAL,0.04
3727,"[46, 129]",5,5,OPTIMAL,0.02
3731,"[46, 135]",7,7,OPTIMAL,0.15
3735,"[46, 140]",5,5,OPTIMAL,0.03
3739,"[46, 145]",5,5,OPTIMAL,0.02
3743,"[46, 152]",6,6,OPTIMAL,0.03
